Geo Point;Geo Shape;gares_id;nom_long;nom;nom_sous;nom_sur;id_ref_lda;nom_lda;id_ref_zdl;nom_zdl;num_mod;mode;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;indice_lig;res_com;exploitant;idf;principal;x;y;picto ligne;nom_iv
48.532890102323265, 2.290082513840396;"{""coordinates"": [2.290082513840396, 48.532890102323265], ""type"": ""Point""}";101.0;Bouray;Bouray;;;59830.0;Bouray;47905.0;Bouray;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;0.0;647587.8337000012;6826086.0185;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Bouray
48.78031379547602, 2.312307716888594;"{""coordinates"": [2.312307716888594, 48.78031379547602], ""type"": ""Point""}";102.0;Bourg-la-Reine;Bourg-la-Reine;;;70033.0;Bourg-la-Reine;43097.0;Bourg-la-Reine;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;RATP;1.0;0.0;649468.2084999979;6853577.9767;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Bourg-la-Reine
48.43449061194127, 2.376672818506991;"{""coordinates"": [2.376672818506991, 48.43449061194127], ""type"": ""Point""}";106.0;Boutigny;Boutigny;;;59565.0;Boutigny;47895.0;Boutigny;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1.0;0.0;653894.1827000007;6815094.288199998;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Boutigny
48.75102327419874, 2.21586085735165;"{""coordinates"": [2.21586085735165, 48.75102327419874], ""type"": ""Point""}";73.0;Bièvres;Bièvres;;;63404.0;Bièvres;43091.0;Bièvres;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;0.0;642349.1489000022;6850387.488600001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Bièvres
48.79889249915973, 2.328136923064751;"{""coordinates"": [2.328136923064751, 48.79889249915973], ""type"": ""Point""}";22.0;Arcueil-Cachan;Arcueil-Cachan;;;70263.0;Arcueil - Cachan;43067.0;Arcueil - Cachan;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;RATP;1.0;0.0;650648.8902999982;6855633.624699999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Arcueil-Cachan
48.58600788987864, 2.2410700809029738;"{""coordinates"": [2.241070080902974, 48.58600788987864], ""type"": ""Point""}";26.0;Arpajon;Arpajon;;;60072.0;Arpajon;43068.0;Arpajon;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;0.0;644026.1785999984;6832024.336800002;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Arpajon
48.93219600504133, 2.495513142584314;"{""coordinates"": [2.495513142584314, 48.93219600504133], ""type"": ""Point""}";37.0;Aulnay-sous-Bois;Aulnay-sous-Bois;;;72646.0;Aulnay-sous-Bois;43071.0;Aulnay-sous-Bois;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;SNCF;1.0;1.0;663037.8693000004;6870364.551199999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Aulnay-sous-Bois
49.0704623625224, 2.1753042099461597;"{""coordinates"": [2.17530420994616, 49.0704623625224], ""type"": ""Point""}";39.0;Auvers-sur-Oise;Auvers-sur-Oise;;;67027.0;Auvers-sur-Oise;47918.0;Auvers-sur-Oise;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01849;C01737;TRAIN H;H;TRAIN H;SNCF;1.0;0.0;639738.4698000029;6885937.758000001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;Auvers-sur-Oise
48.88268104574893, 2.854315926463896;"{""coordinates"": [2.854315926463896, 48.88268104574893], ""type"": ""Point""}";215.0;Couilly-Saint-Germain-Quincy;Couilly-Saint-Germain-Quincy;;;68505.0;Couilly - Saint-Germain - Quincy;47327.0;Couilly - Saint-Germain - Quincy;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01844;C01730;TRAIN P;P;TRAIN P;SNCF;1.0;0.0;689315.9710000008;6864750.261100002;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;Couilly-Saint-Germain-Quincy
48.53373283305578, 2.0087718138734374;"{""coordinates"": [2.008771813873437, 48.53373283305578], ""type"": ""Point""}";240.0;Dourdan;Dourdan;;;59836.0;Dourdan;43121.0;Dourdan;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;0.0;626821.1895999983;6826403.409600001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Dourdan
49.055101759569936, 2.1227359082735706;"{""coordinates"": [2.122735908273571, 49.055101759569936], ""type"": ""Point""}";260.0;Épluches;Épluches;;;66915.0;Epluches;47596.0;Gare Épluches;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01849;C01737;TRAIN H;H;TRAIN H;SNCF;1.0;0.0;635878.4138000011;6884270.9092000015;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;Épluches
48.96334411183752, 1.8090945087737835;"{""coordinates"": [1.809094508773784, 48.96334411183752], ""type"": ""Point""}";261.0;Épône-Mézières;Épône-Mézières;;;65326.0;Épône - Mézières;47882.0;Épône - Mézières;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01847;C01736;TRAIN N;N;TRAIN N;SNCF;1.0;0.0;612801.1350999996;6874367.855;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;Épône-Mézières
48.980646099505464, 2.272084772747632;"{""coordinates"": [2.272084772747632, 48.980646099505464], ""type"": ""Point""}";265.0;Ermont-Eaubonne;Ermont-Eaubonne;;;65669.0;Ermont - Eaubonne;47898.0;Ermont - Eaubonne;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;1.0;646718.0508999974;6875879.969700001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Ermont-Eaubonne
48.564949494749506, 2.594551816007613;"{""coordinates"": [2.594551816007613, 48.564949494749506], ""type"": ""Point""}";135.0;Cesson;Cesson;;;62176.0;Cesson;42516.0;Cesson;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;C01728;RER D;D;RER D;SNCF;1.0;0.0;670084.3832999989;6829491.1237;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;Cesson
48.970366933028934, 2.0275187756771844;"{""coordinates"": [2.027518775677184, 48.970366933028934], ""type"": ""Point""}";147.0;Chanteloup-les-Vignes;Chanteloup-les-Vignes;;;65443.0;Chanteloup-les-Vignes;47929.0;Chanteloup-les-Vignes;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1.0;0.0;628803.0188999996;6874929.688499998;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Chanteloup-les-Vignes
48.87414408209379, 2.583331158055108;"{""coordinates"": [2.583331158055108, 48.87414408209379], ""type"": ""Point""}";178.0;Chelles-Gournay;Chelles-Gournay;;;68407.0;Chelles - Gournay;58879.0;Chelles - Gournay;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;RER E;0;0;0;0;A01843;C01729;RER E;E;RER E;SNCF;1.0;1.0;669437.8835999966;6863871.753899999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;Chelles-Gournay
48.9239186256397, 2.2593457030521495;"{""coordinates"": [2.25934570305215, 48.9239186256397], ""type"": ""Point""}";194.0;Colombes;Colombes;;;72244.0;Colombes;43113.0;Colombes;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1.0;0.0;645726.4328999966;6869580.553199999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Colombes
48.99663008974351, 2.0977739884634667;"{""coordinates"": [2.097773988463467, 48.99663008974351], ""type"": ""Point""}";205.0;Conflans-Sainte-Honorine;Conflans-Sainte-Honorine;;;66095.0;Conflans Sainte-Honorine;47447.0;Conflans-Sainte-Honorine;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1.0;0.0;633979.6591999978;6877789.113200001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Conflans-Sainte-Honorine
48.815229933795415, 2.340891132444595;"{""coordinates"": [2.340891132444595, 48.815229933795415], ""type"": ""Point""}";327.0;Gentilly;Gentilly;;;70543.0;Gentilly;45877.0;Gentilly;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;RATP;1.0;0.0;651600.880400002;6857442.2267;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Gentilly
48.83828254508147, 2.187110711095019;"{""coordinates"": [2.187110711095019, 48.83828254508147], ""type"": ""Point""}";304.0;Garches-Marnes-la-Coquette;Garches-Marnes-la-Coquette;;;70713.0;Garches - Marnes-la-Coquette;47770.0;Garches - Marnes-la-Coquette;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02176;C01740;TRAIN L;L;TRAIN L;SNCF;1.0;0.0;640335.3563999981;6860110.611299999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;Garches-Marnes-la-Coquette
48.90307291418722, 2.8102482207300614;"{""coordinates"": [2.810248220730061, 48.90307291418722], ""type"": ""Point""}";267.0;Esbly;Esbly;;;68653.0;Esbly;47322.0;Esbly;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;TRAIN P;0;0;0;0;0;A01844;C01730;TRAIN P;P;TRAIN P;SNCF;1.0;1.0;686089.6334000006;6867024.667599998;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;Esbly
48.41637703208496, 2.7266615330816726;"{""coordinates"": [2.726661533081673, 48.41637703208496], ""type"": ""Point""}";284.0;Fontainebleau Avon;Fontainebleau Avon;Château;;61579.0;Fontainebleau - Avon;47911.0;Fontainebleau - Avon;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01845;C01731;TRAIN R;R;TRAIN R;SNCF;1.0;1.0;679774.7572999969;6812933.897399999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;Fontainebleau Avon
48.99841539228113, 3.007953055749719;"{""coordinates"": [3.007953055749719, 48.99841539228113], ""type"": ""Point""}";364.0;Isles-Armentières-Congis;Isles-Armentières-Congis;;;69162.0;Isles - Armentières - Congis;47484.0;Isles - Armentières - Congis;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01844;C01730;TRAIN P;P;TRAIN P;SNCF;1.0;0.0;700581.9570999965;6877610.5064;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;Isles-Armentières-Congis
48.97929224762391, 1.7839734077298488;"{""coordinates"": [1.783973407729849, 48.97929224762391], ""type"": ""Point""}";365.0;Issou-Porcheville;Issou-Porcheville;;;65668.0;Issou - Porcheville;46975.0;Gare d'Issou;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1.0;0.0;610989.2074000016;6876169.218800001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Issou-Porcheville
48.92435387874027, 2.386388291064693;"{""coordinates"": [2.386388291064693, 48.92435387874027], ""type"": ""Point""}";34.0;La Courneuve-Aubervilliers;La Courneuve-Aubervilliers;;;72598.0;La Courneuve - Aubervilliers;43140.0;La Courneuve - Aubervilliers;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;SNCF;1.0;0.0;655036.0121000037;6869549.1208;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;La Courneuve-Aubervilliers
48.56559386190041, 2.2909244684897176;"{""coordinates"": [2.290924468489718, 48.56559386190041], ""type"": ""Point""}";518.0;Marolles-en-Hurepoix;Marolles-en-Hurepoix;;;59948.0;Marolles-en-Hurepoix;43159.0;Marolles-en-Hurepoix;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;0.0;647682.6387000009;6829720.856400002;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Marolles-en-Hurepoix
48.90955319882464, 1.8568555169228915;"{""coordinates"": [1.856855516922892, 48.90955319882464], ""type"": ""Point""}";526.0;Maule;Maule;;;64674.0;Maule;46886.0;Maule;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01847;C01736;TRAIN N;N;TRAIN N;SNCF;1.0;0.0;616211.3827000037;6868335.0788;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;Maule
48.986638843800144, 2.059569496216215;"{""coordinates"": [2.059569496216215, 48.986638843800144], ""type"": ""Point""}";527.0;Maurecourt;Maurecourt;;;65827.0;Maurecourt;43160.0;Maurecourt;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1.0;0.0;631170.9441;6876710.695900001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Maurecourt
49.05804781084602, 2.1912447591919113;"{""coordinates"": [2.191244759191911, 49.05804781084602], ""type"": ""Point""}";537.0;Méry-sur-Oise;Méry-sur-Oise;;;66934.0;Méry-sur-Oise;47582.0;Méry-sur-Oise;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01849;C01737;TRAIN H;H;TRAIN H;SNCF;1.0;0.0;640889.0828000009;6884545.0788;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;Méry-sur-Oise
48.37952610326314, 2.9425234127023705;"{""coordinates"": [2.94252341270237, 48.37952610326314], ""type"": ""Point""}";554.0;Montereau;Montereau;;;61414.0;Montereau;47910.0;Montereau;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;TRAIN R;0;0;0;0;0;A01845;C01731;TRAIN R;R;TRAIN R;SNCF;1.0;1.0;695744.1221999973;6808804.356400002;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;Montereau
48.80829658771052, 2.334354309639648;"{""coordinates"": [2.334354309639648, 48.80829658771052], ""type"": ""Point""}";403.0;Laplace;Laplace;;;70427.0;Laplace;43607.0;Laplace;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;RATP;1.0;0.0;651114.3866000026;6856675.357999999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Laplace
48.705403923864324, 2.192734884806757;"{""coordinates"": [2.192734884806757, 48.705403923864324], ""type"": ""Point""}";429.0;Le Guichet;Le Guichet;;;63025.0;Le Guichet;43232.0;Le Guichet;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;RATP;1.0;0.0;640597.1050999984;6845332.8158;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Le Guichet
48.913636862135725, 2.257326023785208;"{""coordinates"": [2.257326023785208, 48.913636862135725], ""type"": ""Point""}";455.0;Les Vallées;Les Vallées;;;72177.0;Les Vallées;47969.0;Les Vallées;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02176;C01740;TRAIN L;L;TRAIN L;SNCF;1.0;0.0;645567.685999997;6868438.6483;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;Les Vallées
48.97342490629481, 2.514360285533493;"{""coordinates"": [2.514360285533493, 48.97342490629481], ""type"": ""Point""}";621.0;Parc des Expositions;Parc des Expositions;;;73568.0;Parc des Expositions;47878.0;Parc des Expositions;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01857;C01743;RER B;B;RER B;SNCF;1.0;0.0;664446.9189999998;6874940.6592999995;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Parc des Expositions
48.895125890413844, 2.195363986912901;"{""coordinates"": [2.195363986912901, 48.895125890413844], ""type"": ""Point""}";580.0;Nanterre-Ville;Nanterre-Ville;;;70940.0;Nanterre Ville;43171.0;Nanterre Ville;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01856;C01742;RER A;A;RER A;RATP;1.0;0.0;641005.5192999989;6866424.833000001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Nanterre-Ville
48.8342888979753, 2.471681242571033;"{""coordinates"": [2.471681242571033, 48.8342888979753], ""type"": ""Point""}";594.0;Nogent-sur-Marne;Nogent-sur-Marne;;;71590.0;Nogent-sur-Marne;47886.0;Nogent-sur-Marne;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01856;C01742;RER A;A;RER A;RATP;1.0;0.0;661218.9659999982;6859489.168099999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Nogent-sur-Marne
48.896652450223385, 2.458363412015992;"{""coordinates"": [2.458363412015992, 48.896652450223385], ""type"": ""Point""}";599.0;Noisy-le-Sec;Noisy-le-Sec;;;72041.0;Noisy-le-Sec;44201.0;Noisy-le-Sec;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01843;C01729;RER E;E;RER E;SNCF;1.0;0.0;660288.9576999992;6866430.200100001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;Noisy-le-Sec
48.83191618339766, 1.9444017580668456;"{""coordinates"": [1.944401758066846, 48.83191618339766], ""type"": ""Point""}";657.0;Plaisir-Grignon;Plaisir-Grignon;;;64199.0;Plaisir - Grignon;47885.0;Plaisir - Grignon;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01847;C01736;TRAIN N;N;TRAIN N;SNCF;1.0;1.0;622512.4223999977;6859613.550299998;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;Plaisir-Grignon
49.046645761720754, 2.0951950672259683;"{""coordinates"": [2.095195067225968, 49.046645761720754], ""type"": ""Point""}";676.0;Pontoise;Pontoise;;;66816.0;Pontoise;44411.0;Pontoise;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;RER C;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;1.0;633854.690700002;6883353.251600001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Pontoise
49.046645761720754, 2.0951950672259683;"{""coordinates"": [2.095195067225968, 49.046645761720754], ""type"": ""Point""}";677.0;Pontoise;Pontoise;;;66816.0;Pontoise;44411.0;Pontoise;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1.0;1.0;633854.690700002;6883353.251600001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Pontoise
48.79652818025473, 2.152378660253372;"{""coordinates"": [2.152378660253372, 48.79652818025473], ""type"": ""Point""}";679.0;Porchefontaine;Porchefontaine;;;63886.0;Porchefontaine;43183.0;Porchefontaine;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;0.0;637736.3447000012;6855494.968699999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Porchefontaine
49.06296967767687, 2.057902989161613;"{""coordinates"": [2.057902989161613, 49.06296967767687], ""type"": ""Point""}";613.0;Osny;Osny;;;66977.0;Osny;51494.0;Osny;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1.0;0.0;631150.2586999983;6885200.478399999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Osny
49.03398763535105, 2.1282638739236726;"{""coordinates"": [2.128263873923673, 49.03398763535105], ""type"": ""Point""}";960.0;Saint-Ouen-l'Aumône-Liesse;Saint-Ouen-l'Aumône-Liesse;;;66659.0;Saint-Ouen-l'Aumône Liesse;43150.0;Saint-Ouen-l'Aumône Liesse;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;C01727;RER C;C;RER C;SNCF;1.0;0.0;636256.5279000029;6881918.381499998;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;Saint-Ouen-l'Aumône-Liesse
48.97098803346417, 2.263830527175666;"{""coordinates"": [2.263830527175666, 48.97098803346417], ""type"": ""Point""}";782.0;Sannois;Sannois;;;65441.0;Sannois;43189.0;Sannois;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;C01739;TRAIN J;J;TRAIN J;SNCF;1.0;0.0;646103.8606999964;6874811.571199998;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;Sannois
48.18093685484902, 2.736249842909681;"{""coordinates"": [2.736249842909681, 48.18093685484902], ""type"": ""Point""}";804.0;Souppes-Château-Landon;Souppes-Château-Landon;;;61094.0;Souppes - Château-Landon;47118.0;Souppes - Château-Landon;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01845;C01731;TRAIN R;R;TRAIN R;SNCF;1.0;0.0;680396.8203999996;6786763.7009;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;Souppes-Château-Landon
48.7717079060433, 2.5074826457143136;"{""coordinates"": [2.507482645714314, 48.7717079060433], ""type"": ""Point""}";841.0;Sucy-Bonneuil;Sucy-Bonneuil;;;72929.0;Sucy - Bonneuil;58792.0;Sucy - Bonneuil;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01856;C01742;RER A;A;RER A;RATP;1.0;0.0;663803.5173000023;6852513.954100002;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Sucy-Bonneuil
48.87171419023579, 2.2210295504311297;"{""coordinates"": [2.22102955043113, 48.87171419023579], ""type"": ""Point""}";931.0;Suresnes-Mont-Valérien;Suresnes-Mont-Valérien;;;70829.0;Suresnes Mont Valérien;43205.0;Suresnes Mont Valérien;0.0;TRAIN;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01855;C01741;TRAIN U;U;TRAIN U;SNCF;1.0;0.0;642861.5291000009;6863802.762699999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/ad17c1cb67aaae07b61e7288ce4008c8;Suresnes-Mont-Valérien
